"Date/Time";"Electricity";"Gas";
;"Wh/m2";"Wh/m2";
"01/01/2002";"2809,065";"10246,44";
"01/02/2002";"2619,53";"5821,878";
"01/03/2002";"2516,065";"2828,626";
"01/04/2002";"2507,48";"520,1398";
"01/05/2002";"4049,184";"4,386068";
"01/06/2002";"1491,988";"0";
"01/07/2002";"1808,384";"0";
"01/08/2002";"1686,354";"0";
"01/09/2002";"3147,176";"0";
"01/10/2002";"3429,8";"218,9355";
"01/11/2002";"3539,024";"2500,047";
"01/12/2002";"2660,788";"7626,941";

