"Date/Time";"Electricity";"Gas";
;"Wh/m2";"Wh/m2";
"01/01/2002";"1910,249";"9499,675";
"01/02/2002";"1710,513";"5895,985";
"01/03/2002";"1570,481";"3247,743";
"01/04/2002";"1552,499";"1074,012";
"01/05/2002";"2647,64";"27,22976";
"01/06/2002";"653,0924";"0";
"01/07/2002";"776,3327";"0";
"01/08/2002";"720,5665";"0";
"01/09/2002";"1856,141";"0";
"01/10/2002";"2198,117";"255,3575";
"01/11/2002";"2414,08";"2484,743";
"01/12/2002";"1881,725";"6928,547";

