"Date/Time";"Electricity";"Gas";
;"Wh/m2";"Wh/m2";
"01/01/2002";"1742,411";"11091,33";
"01/02/2002";"1540,545";"6688,668";
"01/03/2002";"1378,525";"3539,421";
"01/04/2002";"1294,334";"849,7855";
"01/05/2002";"2177,585";"12,59245";
"01/06/2002";"973,1174";"0";
"01/07/2002";"1383,6";"0";
"01/08/2002";"1262,616";"0";
"01/09/2002";"1793,665";"0";
"01/10/2002";"1974,866";"325,9766";
"01/11/2002";"2184,291";"2988,785";
"01/12/2002";"1732,061";"8320,326";

